langCode|##|question|##|comments|##|name1|##|name2|##|name3|##|bottomText|##|order
LT|##|E3Q202_1|##|changed|##|Aprūpinimas įranga, kuri padeda pakelti arba perkelti krovinius, arba atlikti kitą fiziškai sunkų darbą |##|Aprūpinimas įranga, kuri padeda pakelti arba perkelti krovinius, arba atlikti kitą fiziškai sunkų darbą |##|Aprūpinimas įranga, kuri padeda pakelti arba perkelti krovinius, arba atlikti kitą fiziškai sunkų darbą |##|<p>Ar per pastaruosius 3 metus Jūsų darbovietė ėmėsi kurių nors iš toliau nurodytų priemonių? Aprūpinimas įranga, kuri padeda pakelti arba perkelti krovinius, arba atlikti kitą fiziškai sunkų darbą   <br>1 Taip  <br>2 Ne  <br>9 Neatsakė  <br><br>Klausimas užduodamas įmonėse, kuriose žmonių arba sunkių krovinių kėlimas ar nešimas priskiriamas prie rizikos veiksnių.</p>|##|29
LU|##|E3Q202_1|##|changed|##|Equipement zur Verfügung gestallt als Hëllef beim Hiewen oder Beweege vu Laaschten oder fir aner kierperlech schwéier Aarbecht|##|Equipement zur Verfügung gestallt als Hëllef beim Hiewen oder Beweege vu Laaschten oder fir aner kierperlech schwéier Aarbecht|##|Equipement zur Verfügung gestallt als Hëllef beim Hiewen oder Beweege vu Laaschten oder fir aner kierperlech schwéier Aarbecht|##|<p>Huet Äre Betrib an de leschten 3 Joer iergendeng vun de folgende Moossnamen ënnerholl?  Equipement zur Verfügung gestallt als Hëllef beim Hiewen oder Beweege vu Laaschten oder fir aner kierperlech schwéier Aarbecht  <br>1 Jo  <br>2 Neen  <br>9 Keng Äntwert  <br><br>Fro un d’Betriber, déi Leit oder schwéier Chargen ophiewen oder bewegen als Risikofacteur uginn.</p>|##|29
LV|##|E3Q202_1|##|changed|##|Palīglīdzekļu nodrošināšana, lai palīdzētu celt vai pārvietot smagus priekšmetus vai veikt citu fiziski smagu darbu|##|Palīglīdzekļu nodrošināšana, lai palīdzētu celt vai pārvietot smagus priekšmetus vai veikt citu fiziski smagu darbu|##|Palīglīdzekļu nodrošināšana, lai palīdzētu celt vai pārvietot smagus priekšmetus vai veikt citu fiziski smagu darbu|##|<p>Vai jūsu uzņēmums (iestāde)/ uzņēmuma (iestādes) vienība pēdējo 3 gadu laikā ir veikusi kādu no šiem pasākumiem? Palīglīdzekļu nodrošināšana, lai palīdzētu celt vai pārvietot smagus priekšmetus vai veikt citu fiziski smagu darbu  <br>1 Jā  <br>2 Nē  <br>9 Nav atbildes  <br><br>Jautājums, kas uzdots tiem uzņēmumiem, kuri kā par riska faktoru ziņo par smagu priekšmetu vai cilvēku celšanu un pārvietošanu.</p>|##|29
MK|##|E3Q202_1|##|changed|##|Набавка на опрема за да се олесни подигањето или движењето на тешки товари или друга тешка физичка работа.|##|Набавка на опрема за да се олесни подигањето или движењето на тешки товари или друга тешка физичка работа.|##|Набавка на опрема за да се олесни подигањето или движењето на тешки товари или друга тешка физичка работа.|##|<p>Дали вашата компанија/организација во последниве 3 години има преземено некои од следниве мерки? Набавка на опрема за да се олесни подигањето или движењето на тешки товари или друга тешка физичка работа.  <br>1 Да  <br>2 Нет  <br>9 Нема одговор  <br><br>Прашања поставени на установите кои не пријавиле дека редовно спроведуваат процени на ризик.</p>|##|29
MT|##|E3Q202_1|##|changed|##|Forniment ta' tagħmir li jgħin fl-irfigħ jew fiċ-ċaqliq ta' tagħbijiet jew f'xogħol iebes fiżiku ieħor |##|Forniment ta' tagħmir li jgħin fl-irfigħ jew fiċ-ċaqliq ta' tagħbijiet jew f'xogħol iebes fiżiku ieħor |##|Forniment ta' tagħmir li jgħin fl-irfigħ jew fiċ-ċaqliq ta' tagħbijiet jew f'xogħol iebes fiżiku ieħor |##|<p>F'dawn l-aħħar 3 snin l-istabbiliment tiegħek ħa xi miżuri minn dawn li ġejjin? Forniment ta' tagħmir li jgħin fl-irfigħ jew fiċ-ċaqliq ta' tagħbijiet jew f'xogħol iebes fiżiku ieħor   <br>1 Iva  <br>2 Le  <br>9 Mingħajr tweġiba <br><br>Mistoqsija lil dawk l-istabbilimenti li ma jirrapportawx li jagħmlu valutazzjonijiet tar-riskji b’mod regolari.</p>|##|29
NL|##|E3Q202_1|##|changed|##|Het leveren van apparatuur om te helpen bij het optillen of verplaatsen van lasten of anderszins fysiek zwaar werk|##|Het leveren van apparatuur om te helpen bij het optillen of verplaatsen van lasten of anderszins fysiek zwaar werk|##|Het leveren van apparatuur om te helpen bij het optillen of verplaatsen van lasten of anderszins fysiek zwaar werk|##|<p>Heeft uw vestiging in de afgelopen drie jaar een van de volgende maatregelen genomen? Het leveren van apparatuur om te helpen bij het optillen of verplaatsen van lasten of anderszins fysiek zwaar werk  <br>1 Ja  <br>2 Nee  <br>9 Geen antwoord  <br><br>Vraag gericht aan vestigingen die niet melden dat zij met regelmaat risicobeoordelingen van de werkplek verrichten.</p>|##|29
NL_1|##|E3Q202_1|##|changed|##|Het voorzien van materiaal om zware lasten te helpen tillen of verplaatsen of ander fysiek zwaar werk|##|Het voorzien van materiaal om zware lasten te helpen tillen of verplaatsen of ander fysiek zwaar werk|##|Het voorzien van materiaal om zware lasten te helpen tillen of verplaatsen of ander fysiek zwaar werk|##|<p>Heeft uw vestiging in de afgelopen 3 jaar één van de volgende maatregelen getroffen? Het voorzien van materiaal om zware lasten te helpen tillen of verplaatsen of ander fysiek zwaar werk  <br>1 Ja  <br>2 Nee  <br>9 Geen antwoord  <br><br>Vraag gericht aan vestigingen die niet melden dat zij met regelmaat een risicoanalyse houden.</p>|##|29
NO|##|E3Q202_1|##|changed|##|Anskaffelse av utstyr som hjelp til å løfte eller flytte last eller annet tungt fysisk arbeid|##|Anskaffelse av utstyr som hjelp til å løfte eller flytte last eller annet tungt fysisk arbeid|##|Anskaffelse av utstyr som hjelp til å løfte eller flytte last eller annet tungt fysisk arbeid|##|<p>Har arbeidsplassen din i løpet av de siste tre årene satt i gang noen av de følgende tiltakene? Anskaffelse av utstyr som hjelp til å løfte eller flytte last eller annet tungt fysisk arbeid  <br>1 Ja  <br>2 Nei  <br>9 Intet svar  <br><br>Spørsmål stilt til organisasjoner som ikke oppgir å gjennomføre risikovurderinger regelmessig.</p>|##|29
PL|##|E3Q202_1|##|changed|##|Dostarczenie sprzętu, który pomaga w podnoszeniu lub przenoszeniu ciężarów lub w innej fizycznie ciężkiej pracy|##|Dostarczenie sprzętu, który pomaga w podnoszeniu lub przenoszeniu ciężarów lub w innej fizycznie ciężkiej pracy|##|Dostarczenie sprzętu, który pomaga w podnoszeniu lub przenoszeniu ciężarów lub w innej fizycznie ciężkiej pracy|##|<p>Czy w ciągu ostatnich 3 lat Pana/Pani zakład wdrożył którekolwiek z następujących środków? Dostarczenie sprzętu, który pomaga w podnoszeniu lub przenoszeniu ciężarów lub w innej fizycznie ciężkiej pracy  <br>1 Tak  <br>2 Nie  <br>9 Brak odpowiedzi  <br><br>Pytania zadawane zakładom pracy niezgłaszającym regularnego przeprowadzania ocen ryzyka zawodowego.</p>|##|29
PT|##|E3Q202_1|##|changed|##|Fornecimento de equipamento para ajudar a levantar ou mover cargas ou outro trabalho pesado do ponto de vista físico|##|Fornecimento de equipamento para ajudar a levantar ou mover cargas ou outro trabalho pesado do ponto de vista físico|##|Fornecimento de equipamento para ajudar a levantar ou mover cargas ou outro trabalho pesado do ponto de vista físico|##|<p>Nos últimos 3 anos, o seu estabelecimento tomou alguma das seguintes medidas? Fornecimento de equipamento para ajudar a levantar ou mover cargas ou outro trabalho pesado do ponto de vista físico  <br>1 Sim  <br>2 Não  <br>9 Não responde  <br><br>Pergunta colocada aos estabelecimentos que não referiram realizar regularmente avaliações de riscos</p>|##|29
RO|##|E3Q202_1|##|changed|##|Furnizarea de echipamente care să ajute la ridicarea sau la deplasarea sarcinilor sau la activități fizice dificile|##|Furnizarea de echipamente care să ajute la ridicarea sau la deplasarea sarcinilor sau la activități fizice dificile|##|Furnizarea de echipamente care să ajute la ridicarea sau la deplasarea sarcinilor sau la activități fizice dificile|##|<p>Instituția dvs. a luat vreuna dintre următoarele măsuri în ultimii 3 ani? Furnizarea de echipamente care să ajute la ridicarea sau la deplasarea sarcinilor sau la activități fizice dificile  <br>1 Da  <br>2 Nu  <br>9 Niciun răspuns  <br><br>Întrebare adresată instituțiilor care menționează ca factor de risc ridicarea sau manipularea persoanelor sau a unor încărcături grele.</p>|##|29
RU_1|##|E3Q202_1|##|changed|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|<p>За последние 3 года в вашем учреждении/предприятии/филиале предпринимались какие-либо из следующих мер? Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы  <br>1 Да  <br>2 Нет  <br>9 Нет ответа  <br><br>Вопрос, задаваемый учреждениям, сообщившим о таком факторе риска как поднятие или перемещение людей или тяжёлых грузов.</p>|##|29
RU_2|##|E3Q202_1|##|changed|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|<p>За последние 3 года в вашем учреждении/ предприятии/ филиале предпринимались какие-либо из следующих мер? Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы  <br>1 Да  <br>2 Нет  <br>9 Нет ответа  <br><br>Вопрос, задаваемый учреждениям, сообщившим о таком факторе риска как поднятие или перемещение людей или тяжёлых грузов.</p>|##|29
RU_3|##|E3Q202_1|##|changed|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы|##|<p>За последние 3 года в вашем учреждении/предприятии/филиале предпринимались какие-либо из следующих мер? Обеспечение оборудования для поднятия или транспортировки грузов или выполнения других видов тяжелой физической работы  <br>1 Да  <br>2 Нет  <br>9 Нет ответа  <br><br>Вопрос, задаваемый учреждениям, сообщившим о таком факторе риска как поднятие или перемещение людей или тяжёлых грузов.</p>|##|29
